Season,DayNum,T1_TeamID,T1_Score,T2_TeamID,T2_Score,T1_T2_oc,NumOT,T1_OffRating,T2_OffRating,T1_Tempo,T2_Tempo,T1_fgEff,T2_fgEff,T1_ftRate,T2_ftRate,T1_wab,T2_wab,T1_talent,T2_talent,T1_sos,T2_sos,T1_Threepg,T2_Threepg,T1_FTPG,T2_FTPG,T1_PDiffPG,T2_PDiffPG,T1_OffRank,T2_OffRank,T1_DefRank,T2_DefRank,T2_T1_oc,PointDiff,offRankDiff,defRankDiff,T1_seed,T2_seed,Seed_Diff
2010,139,1211,65,1393,87,,0,112.3,118.5,67.5,68.7,54.0601,57.5952,49.277,36.8629,2.5,7.5,51.509,56.087,22.1,28.835,5.548387096774194,6.71875,17.967741935483872,14.625,9.64516129032258,14.59375,38.0,6.0,63.0,14.0,N,-22,32.0,49.0,8,1,7
2010,139,1281,59,1452,68,,0,111.5,117.2,68.8,62.6,50.1426,48.8813,33.9354,39.6347,1.6,8.0,48.074,69.372,29.614,34.312,7.6875,6.9393939393939394,15.125,15.484848484848484,11.75,9.181818181818182,46.0,12.0,18.0,21.0,N,-9,34.0,-3.0,10,2,8
2010,139,1338,68,1462,71,,0,111.4,115.5,61.3,68.9,49.6413,52.1614,42.7704,41.9308,3.6,2.8,68.381,54.813,29.605,27.451,5.3125,6.96875,15.65625,17.875,6.71875,10.96875,47.0,18.0,28.0,47.0,N,-3,29.0,-19.0,3,6,-3
2010,143,1393,59,1139,63,,0,118.5,111.0,68.7,63.0,57.5952,51.0204,36.8629,46.8865,7.5,4.5,56.087,31.589,28.835,20.638,6.71875,6.75,14.625,17.90625,14.59375,10.0625,6.0,49.0,14.0,7.0,N,-4,-43.0,7.0,1,5,-4
2010,143,1462,96,1243,101,,2,115.5,116.1,68.9,69.4,52.1614,50.6115,41.9308,50.2352,2.8,6.8,54.813,43.295,27.451,35.3,6.96875,6.71875,17.875,20.25,10.96875,10.25,18.0,15.0,47.0,12.0,N,-5,3.0,35.0,6,2,4
2010,143,1165,45,1246,62,,0,117.4,114.9,63.9,68.3,56.5878,53.0534,29.1667,43.5564,1.9,8.6,1.23,90.246,16.574,24.373,9.793103448275861,5.970588235294118,11.862068965517242,17.264705882352942,10.620689655172415,13.970588235294118,9.0,22.0,149.0,6.0,N,-17,-13.0,143.0,12,1,11
2010,143,1449,56,1452,69,,0,111.7,117.2,71.7,62.6,49.7061,48.8813,40.9132,39.6347,1.2,8.0,80.577,69.372,24.044,34.312,5.181818181818182,6.9393939393939394,18.848484848484848,15.484848484848484,9.848484848484848,9.181818181818182,44.0,12.0,33.0,21.0,N,-13,32.0,12.0,11,2,9
2010,144,1388,49,1124,72,,0,116.5,119.2,66.2,64.5,55.2743,54.3842,32.7004,36.0872,1.9,5.6,22.783,62.004,17.876,33.152,8.5,7.032258064516129,14.233333333333333,15.35483870967742,12.533333333333333,10.161290322580646,14.0,5.0,85.0,43.0,N,-23,9.0,42.0,10,3,7
2010,144,1345,57,1181,70,,0,109.8,121.0,66.2,64.7,49.1053,50.527,38.5992,37.9005,6.6,8.4,73.138,88.055,29.198,31.735,5.375,7.5588235294117645,16.09375,17.41176470588235,10.1875,16.264705882352942,65.0,1.0,4.0,5.0,N,-13,64.0,-1.0,4,1,3
2010,144,1320,52,1277,59,,0,109.6,112.8,58.9,65.3,49.5979,51.6199,37.0477,36.9439,3.7,3.5,12.129,87.758,18.366,28.984,6.59375,4.78125,13.71875,14.03125,9.03125,8.9375,67.0,33.0,13.0,27.0,N,-7,34.0,-14.0,9,5,4
2010,144,1326,73,1397,76,,0,117.5,108.9,64.6,67.5,56.1061,50.598,35.7858,35.6486,5.7,3.9,77.427,51.85,30.606,29.253,7.323529411764706,5.878787878787879,13.264705882352942,14.242424242424242,13.029411764705882,8.696969696969697,8.0,75.0,26.0,11.0,N,-3,-67.0,15.0,2,6,-4
2010,145,1243,56,1139,63,,0,116.1,111.0,69.4,63.0,50.6115,51.0204,50.2352,46.8865,6.8,4.5,43.295,31.589,35.3,20.638,6.71875,6.75,20.25,17.90625,10.25,10.0625,15.0,49.0,12.0,7.0,N,-7,-34.0,5.0,2,5,-3
2010,145,1246,66,1452,73,,0,114.9,117.2,68.3,62.6,53.0534,48.8813,43.5564,39.6347,8.6,8.0,90.246,69.372,24.373,34.312,5.970588235294118,6.9393939393939394,17.264705882352942,15.484848484848484,13.970588235294118,9.181818181818182,22.0,12.0,6.0,21.0,N,-7,10.0,-15.0,1,2,-1
2010,146,1124,71,1181,78,,0,119.2,121.0,64.5,64.7,54.3842,50.527,36.0872,37.9005,5.6,8.4,62.004,88.055,33.152,31.735,7.032258064516129,7.5588235294117645,15.35483870967742,17.41176470588235,10.161290322580646,16.264705882352942,5.0,1.0,43.0,5.0,N,-7,4.0,38.0,3,1,2
2010,146,1397,69,1277,70,,0,108.9,112.8,67.5,65.3,50.598,51.6199,35.6486,36.9439,3.9,3.5,51.85,87.758,29.253,28.984,5.878787878787879,4.78125,14.242424242424242,14.03125,8.696969696969697,8.9375,75.0,33.0,11.0,27.0,N,-1,42.0,-16.0,6,5,1
2010,152,1277,50,1139,52,,0,112.8,111.0,65.3,63.0,51.6199,51.0204,36.9439,46.8865,3.5,4.5,87.758,31.589,28.984,20.638,4.78125,6.75,14.03125,17.90625,8.9375,10.0625,33.0,49.0,27.0,7.0,N,-2,-16.0,20.0,5,5,0
2010,152,1452,57,1181,78,,0,117.2,121.0,62.6,64.7,48.8813,50.527,39.6347,37.9005,8.0,8.4,69.372,88.055,34.312,31.735,6.9393939393939394,7.5588235294117645,15.484848484848484,17.41176470588235,9.181818181818182,16.264705882352942,12.0,1.0,21.0,5.0,N,-21,11.0,16.0,2,1,1
2010,154,1139,59,1181,61,,0,111.0,121.0,63.0,64.7,51.0204,50.527,46.8865,37.9005,4.5,8.4,31.589,88.055,20.638,31.735,6.75,7.5588235294117645,17.90625,17.41176470588235,10.0625,16.264705882352942,49.0,1.0,7.0,5.0,N,-2,48.0,2.0,5,1,4
2011,134,1412,52,1155,70,,0,108.8,109.6,61.8,63.9,50.7536,50.2737,29.7391,38.4784,-0.2,0.7,32.272,53.197,18.86,27.126,7.566666666666666,6.5,12.133333333333333,14.3125,6.566666666666666,7.3125,78.0,71.0,60.0,11.0,N,-18,7.0,49.0,12,12,0
2011,134,1114,77,1421,81,,1,101.1,101.9,64.1,67.4,47.7876,48.8506,42.5332,41.8391,-11.1,-8.1,0.2,3.853,9.995,12.978,6.696969696969697,4.862068965517241,15.636363636363637,16.448275862068964,-1.2727272727272727,3.0,215.0,197.0,229.0,102.0,N,-4,18.0,127.0,16,16,0
2011,135,1106,61,1427,70,,0,92.8,101.8,63.6,66.7,44.212,48.9669,45.7307,41.1452,-13.0,-9.2,0.2,11.623,8.673,8.721,4.8125,7.137931034482759,14.9375,16.379310344827587,-2.875,-0.2413793103448276,318.0,201.0,235.0,248.0,N,-9,117.0,-13.0,16,16,0
2011,135,1425,46,1433,59,,0,107.9,112.0,61.7,65.6,49.9454,51.0777,35.3712,37.0005,-1.6,-2.0,60.319,50.027,28.034,18.893,6.151515151515151,8.176470588235293,12.333333333333334,14.823529411764707,4.0606060606060606,4.088235294117647,91.0,47.0,33.0,78.0,N,-13,44.0,-45.0,11,11,0
2011,136,1330,58,1139,60,,0,110.0,112.3,60.4,63.5,48.4683,49.8304,37.5821,37.9361,2.3,-0.4,6.944,45.189,17.783,20.08,4.878787878787879,7.451612903225806,13.272727272727273,15.612903225806452,7.545454545454546,7.483870967741935,64.0,43.0,41.0,46.0,N,-2,21.0,-5.0,9,8,1
2011,136,1459,66,1140,74,,0,112.3,117.5,63.2,70.2,52.9682,51.6085,41.986,38.106,-4.6,7.2,8.499,23.025,16.242,24.953,5.848484848484849,8.181818181818182,15.787878787878787,18.0,5.96969696969697,13.424242424242424,44.0,11.0,189.0,29.0,N,-8,33.0,160.0,14,3,11
2011,136,1281,63,1153,78,,0,113.4,111.1,70.7,62.6,51.4749,49.4069,34.2843,38.2672,1.4,3.4,54.624,64.106,27.072,26.215,7.09375,6.424242424242424,16.0,14.242424242424242,9.0,9.757575757575758,33.0,55.0,68.0,13.0,N,-15,-22.0,55.0,11,6,5
2011,136,1137,52,1163,81,,0,105.8,115.8,64.5,64.5,50.8895,48.168,34.124,33.8411,-2.2,7.0,8.013,62.489,12.621,35.894,6.878787878787879,5.828571428571428,14.727272727272727,15.571428571428571,7.333333333333333,7.0285714285714285,116.0,19.0,88.0,15.0,N,-29,97.0,73.0,14,3,11
2011,136,1364,51,1196,79,,0,103.7,115.8,64.1,62.5,51.5635,52.0893,37.2638,35.7829,-6.8,5.3,12.559,83.511,15.425,28.23,6.9655172413793105,6.212121212121212,14.620689655172415,13.454545454545455,2.103448275862069,8.484848484848484,164.0,20.0,112.0,38.0,N,-28,144.0,74.0,15,2,13
2011,136,1385,71,1211,86,,0,111.2,112.1,66.0,66.1,49.5488,52.5186,44.1624,41.7285,3.2,0.3,38.382,36.501,34.3,21.413,4.25,5.625,17.0625,17.5625,3.65625,10.6875,53.0,45.0,40.0,44.0,N,-15,8.0,-4.0,6,11,-5
2011,136,1429,68,1243,73,,0,111.2,111.1,62.4,66.4,52.2358,49.6,43.3798,43.04,3.7,2.0,21.428,43.162,14.937,29.925,5.84375,7.064516129032258,16.6875,15.903225806451612,13.28125,6.580645161290323,54.0,56.0,14.0,25.0,N,-5,-2.0,-11.0,12,5,7
2011,136,1343,57,1246,59,,0,107.2,117.8,62.6,65.0,51.9231,52.3362,36.63,36.1429,-0.3,5.2,12.151,86.899,13.655,30.75,6.133333333333334,7.363636363636363,14.5,15.484848484848484,5.566666666666666,12.575757575757576,97.0,8.0,75.0,16.0,N,-2,89.0,59.0,13,4,9
2011,136,1257,61,1287,62,,0,111.4,105.6,66.8,63.4,52.673,50.3993,29.9284,40.3879,4.7,-3.6,60.093,6.997,30.743,13.533,8.794117647058824,5.935483870967742,12.029411764705882,14.741935483870968,10.735294117647058,6.838709677419355,52.0,119.0,3.0,80.0,N,-1,-67.0,-77.0,4,13,-9
2011,136,1421,51,1338,74,,0,101.9,120.6,67.4,61.8,48.8506,52.8939,41.8391,43.1404,-8.1,7.6,3.853,80.027,12.978,29.684,4.862068965517241,5.875,16.448275862068964,16.0,3.0,13.09375,197.0,4.0,102.0,24.0,N,-23,193.0,78.0,16,1,15
2011,136,1435,66,1350,69,,0,116.6,112.6,66.1,62.1,52.8602,53.0627,45.17,32.3207,1.8,1.8,81.31,19.193,26.811,18.354,7.787878787878788,7.852941176470588,18.424242424242426,12.441176470588236,8.575757575757576,9.176470588235293,16.0,41.0,87.0,54.0,N,-3,-25.0,33.0,5,12,-7
2011,136,1294,50,1361,68,,0,106.3,114.1,66.6,62.3,49.8738,50.5448,43.4069,31.055,-4.6,8.7,7.93,41.701,13.609,24.555,7.9655172413793105,5.78125,18.103448275862068,13.0625,4.379310344827586,12.125,109.0,28.0,138.0,2.0,N,-18,81.0,136.0,15,2,13
2011,136,1336,64,1396,66,,0,113.1,110.5,59.4,64.2,50.0572,49.9743,31.1213,33.7622,1.7,2.1,45.528,27.287,37.339,20.89,6.303030303030303,6.09375,11.818181818181818,13.65625,0.6060606060606061,8.78125,35.0,60.0,76.0,26.0,N,-2,-25.0,50.0,10,7,3
2011,136,1277,76,1417,78,,0,109.5,108.7,65.0,65.5,48.6383,50.2743,36.6013,44.3226,2.3,1.4,83.395,77.947,40.022,26.572,6.3125,5.1875,14.1875,15.71875,2.15625,4.1875,73.0,80.0,30.0,36.0,N,-2,-7.0,-6.0,10,7,3
2011,136,1155,76,1452,84,,0,109.6,114.9,63.9,62.5,50.2737,48.5214,38.4784,40.9091,0.7,3.1,53.197,51.905,27.126,34.766,6.5,6.258064516129032,14.3125,15.935483870967742,7.3125,5.451612903225806,71.0,23.0,11.0,35.0,N,-8,48.0,-24.0,12,5,7
2011,136,1125,58,1458,72,,0,112.6,122.3,68.4,56.9,54.13,51.8252,38.172,29.4801,1.0,5.9,12.798,66.994,10.427,34.801,9.441176470588236,8.064516129032258,16.441176470588236,12.387096774193548,18.41176470588235,9.870967741935484,40.0,2.0,28.0,52.0,N,-14,38.0,-24.0,13,4,9
2011,137,1214,45,1181,87,,0,94.4,119.7,66.1,68.6,45.8893,53.7398,41.2752,37.4433,-5.6,9.5,10.853,77.815,5.179,29.3,6.419354838709677,8.0,15.258064516129032,16.823529411764707,5.032258064516129,16.794117647058822,304.0,5.0,81.0,9.0,N,-42,299.0,72.0,16,1,15
2011,137,1401,50,1199,57,,0,110.0,104.5,60.9,66.7,49.3345,49.0011,47.3079,38.1178,2.4,1.2,69.642,76.219,25.412,27.172,5.354838709677419,6.193548387096774,17.322580645161292,14.161290322580646,7.129032258064516,7.064516129032258,65.0,147.0,42.0,1.0,N,-7,-82.0,41.0,7,10,-3
2011,137,1437,57,1206,61,,0,114.9,114.1,65.0,64.5,49.5327,53.1989,42.276,38.6021,1.5,1.1,91.766,36.183,29.148,15.383,6.34375,6.71875,17.8125,14.8125,7.15625,11.8125,25.0,29.0,59.0,45.0,N,-4,-4.0,14.0,9,8,1
2011,137,1424,62,1228,73,,0,110.6,113.3,66.4,64.8,50.8715,52.8796,39.1068,28.2199,2.8,1.6,60.906,69.318,25.625,35.021,5.53125,6.84375,15.0625,11.75,9.28125,6.0625,57.0,34.0,21.0,23.0,N,-11,23.0,-2.0,8,9,-1
2011,137,1131,53,1242,72,,0,103.4,118.9,62.6,68.4,47.2654,56.9767,37.2654,39.3069,-7.6,10.2,5.779,76.479,11.596,26.504,7.529411764705882,7.264705882352941,14.676470588235293,15.941176470588236,1.9705882352941178,17.147058823529413,169.0,6.0,186.0,6.0,N,-19,163.0,180.0,16,1,15
2011,137,1462,55,1266,66,,0,112.8,115.5,64.3,66.2,51.2059,51.0267,44.4706,44.2693,2.4,0.8,69.842,24.152,21.915,33.868,5.516129032258065,5.264705882352941,17.870967741935484,17.58823529411765,8.064516129032258,7.029411764705882,37.0,22.0,58.0,62.0,N,-11,15.0,-4.0,6,11,-5
2011,137,1397,45,1276,75,,0,108.0,112.8,66.1,61.5,47.6301,52.284,39.6703,26.7474,-1.1,1.9,44.927,58.01,29.673,36.499,5.212121212121212,8.125,15.606060606060606,10.375,3.3333333333333335,2.875,90.0,39.0,43.0,37.0,N,-30,51.0,6.0,9,8,1
2011,137,1254,87,1314,102,,0,109.6,111.8,73.3,70.6,51.8915,49.1372,49.7262,37.8775,-1.2,7.4,4.03,91.173,7.968,33.486,6.90625,5.242424242424242,19.625,15.606060606060606,8.71875,8.909090909090908,72.0,49.0,190.0,5.0,N,-15,23.0,185.0,15,2,13
2011,137,1103,56,1323,69,,0,103.7,120.9,65.9,63.1,49.6512,53.4662,31.1908,45.1419,-5.6,7.8,11.594,57.624,13.032,33.256,7.882352941176471,8.09375,12.911764705882353,17.71875,3.6470588235294117,10.375,163.0,3.0,94.0,66.0,N,-13,160.0,28.0,15,2,13
2011,137,1427,46,1326,75,,0,101.8,125.0,66.7,63.8,48.9669,56.3137,41.1452,37.0568,-9.2,12.0,11.623,91.348,8.721,31.137,7.137931034482759,7.382352941176471,16.379310344827587,14.823529411764707,-0.2413793103448276,17.264705882352942,201.0,1.0,248.0,12.0,N,-29,200.0,236.0,16,1,15
2011,137,1389,43,1345,65,,0,95.2,115.9,64.1,66.0,45.5387,50.7154,38.8889,34.3894,-5.9,7.2,2.161,77.588,15.033,34.119,5.818181818181818,6.9375,13.393939393939394,14.34375,1.4848484848484849,11.21875,294.0,18.0,18.0,8.0,N,-22,276.0,10.0,14,3,11
2011,137,1232,60,1393,77,,0,102.8,114.9,65.0,64.6,48.7924,52.7988,38.0103,35.9556,-4.2,6.2,6.725,80.006,19.995,31.253,6.75,6.363636363636363,14.40625,13.484848484848484,1.0625,10.272727272727273,183.0,24.0,63.0,17.0,N,-17,159.0,46.0,14,3,11
2011,137,1324,81,1400,85,,0,118.6,115.5,71.1,65.5,55.8269,50.2382,39.0232,43.1158,0.3,5.4,12.834,87.745,21.674,27.862,8.0,5.705882352941177,17.333333333333332,16.264705882352942,8.545454545454545,13.529411764705882,7.0,21.0,221.0,4.0,N,-4,-14.0,217.0,13,4,9
2011,137,1207,56,1433,74,,0,114.2,112.0,63.4,65.6,54.0517,51.0777,33.3529,37.0005,4.4,-2.0,86.327,50.027,35.555,18.893,7.032258064516129,8.176470588235293,13.096774193548388,14.823529411764707,4.935483870967742,4.088235294117647,27.0,47.0,55.0,78.0,N,-18,-20.0,-23.0,6,11,-5
2011,137,1208,65,1449,68,,0,108.2,117.7,63.5,69.9,49.424,53.6947,36.588,31.5044,0.2,1.9,52.729,72.558,26.274,26.105,4.71875,8.818181818181818,14.09375,13.969696969696969,4.53125,13.121212121212121,86.0,10.0,47.0,49.0,N,-3,76.0,-2.0,10,7,3
2011,138,1338,70,1139,71,,0,120.6,112.3,61.8,63.5,52.8939,49.8304,43.1404,37.9361,7.6,-0.4,80.027,45.189,29.684,20.08,5.875,7.451612903225806,16.0,15.612903225806452,13.09375,7.483870967741935,4.0,43.0,24.0,46.0,N,-1,-39.0,-22.0,1,8,-7
2011,138,1211,67,1140,89,,0,112.1,117.5,66.1,70.2,52.5186,51.6085,41.7285,38.106,0.3,7.2,36.501,23.025,21.413,24.953,5.625,8.181818181818182,17.5625,18.0,10.6875,13.424242424242424,45.0,11.0,44.0,29.0,N,-22,34.0,15.0,11,3,8
2011,138,1153,58,1163,69,,0,111.1,115.8,62.6,64.5,49.4069,48.168,38.2672,33.8411,3.4,7.0,64.106,62.489,26.215,35.894,6.424242424242424,5.828571428571428,14.242424242424242,15.571428571428571,9.757575757575758,7.0285714285714285,55.0,19.0,13.0,15.0,N,-11,36.0,-2.0,6,3,3
2011,138,1417,65,1196,73,,0,108.7,115.8,65.5,62.5,50.2743,52.0893,44.3226,35.7829,1.4,5.3,77.947,83.511,26.572,28.23,5.1875,6.212121212121212,15.71875,13.454545454545455,4.1875,8.484848484848484,80.0,20.0,36.0,38.0,N,-8,60.0,-2.0,7,2,5
2011,138,1452,63,1246,71,,0,114.9,117.8,62.5,65.0,48.5214,52.3362,40.9091,36.1429,3.1,5.2,51.905,86.899,34.766,30.75,6.258064516129032,7.363636363636363,15.935483870967742,15.484848484848484,5.451612903225806,12.575757575757576,23.0,8.0,35.0,16.0,N,-8,15.0,19.0,5,4,1
2011,138,1287,48,1350,65,,0,105.6,112.6,63.4,62.1,50.3993,53.0627,40.3879,32.3207,-3.6,1.8,6.997,19.193,13.533,18.354,5.935483870967742,7.852941176470588,14.741935483870968,12.441176470588236,6.838709677419355,9.176470588235293,119.0,41.0,80.0,54.0,N,-17,78.0,26.0,13,12,1
2011,138,1396,64,1361,71,,2,110.5,114.1,64.2,62.3,49.9743,50.5448,33.7622,31.055,2.1,8.7,27.287,41.701,20.89,24.555,6.09375,5.78125,13.65625,13.0625,8.78125,12.125,60.0,28.0,26.0,2.0,N,-7,32.0,24.0,7,2,5
2011,138,1243,65,1458,70,,0,111.1,122.3,66.4,56.9,49.6,51.8252,43.04,29.4801,2.0,5.9,43.162,66.994,29.925,34.801,7.064516129032258,8.064516129032258,15.903225806451612,12.387096774193548,6.580645161290323,9.870967741935484,56.0,2.0,25.0,52.0,N,-5,54.0,-27.0,5,4,1
2011,139,1400,69,1112,70,,0,115.5,117.4,65.5,65.3,50.2382,54.1182,43.1158,43.5562,5.4,4.7,87.745,73.308,27.862,25.335,5.705882352941177,7.9411764705882355,16.264705882352942,17.764705882352942,13.529411764705882,9.058823529411764,21.0,12.0,4.0,67.0,N,-1,9.0,-63.0,4,5,-1
2011,139,1276,71,1181,73,,0,112.8,119.7,61.5,68.6,52.284,53.7398,26.7474,37.4433,1.9,9.5,58.01,77.815,36.499,29.3,8.125,8.0,10.375,16.823529411764707,2.875,16.794117647058822,39.0,5.0,37.0,9.0,N,-2,34.0,28.0,8,1,7
2011,139,1323,57,1199,71,,0,120.9,104.5,63.1,66.7,53.4662,49.0011,45.1419,38.1178,7.8,1.2,57.624,76.219,33.256,27.172,8.09375,6.193548387096774,17.71875,14.161290322580646,10.375,7.064516129032258,3.0,147.0,66.0,1.0,N,-14,-144.0,65.0,2,10,-8
2011,139,1228,59,1242,73,,0,113.3,118.9,64.8,68.4,52.8796,56.9767,28.2199,39.3069,1.6,10.2,69.318,76.479,35.021,26.504,6.84375,7.264705882352941,11.75,15.941176470588236,6.0625,17.147058823529413,34.0,6.0,23.0,6.0,N,-14,28.0,17.0,9,1,8
2011,139,1393,62,1266,66,,0,114.9,115.5,64.6,66.2,52.7988,51.0267,35.9556,44.2693,6.2,0.8,80.006,24.152,31.253,33.868,6.363636363636363,5.264705882352941,13.484848484848484,17.58823529411765,10.272727272727273,7.029411764705882,24.0,22.0,17.0,62.0,N,-4,2.0,-45.0,3,11,-8
2011,139,1449,83,1314,86,,0,117.7,111.8,69.9,70.6,53.6947,49.1372,31.5044,37.8775,1.9,7.4,72.558,91.173,26.105,33.486,8.818181818181818,5.242424242424242,13.969696969696969,15.606060606060606,13.121212121212121,8.909090909090908,10.0,49.0,49.0,5.0,N,-3,-39.0,44.0,7,2,5
2011,139,1206,66,1326,98,,0,114.1,125.0,64.5,63.8,53.1989,56.3137,38.6021,37.0568,1.1,12.0,36.183,91.348,15.383,31.137,6.71875,7.382352941176471,14.8125,14.823529411764707,11.8125,17.264705882352942,29.0,1.0,45.0,12.0,N,-32,28.0,33.0,8,1,7
2011,139,1345,76,1433,94,,0,115.9,112.0,66.0,65.6,50.7154,51.0777,34.3894,37.0005,7.2,-2.0,77.588,50.027,34.119,18.893,6.9375,8.176470588235293,14.34375,14.823529411764707,11.21875,4.088235294117647,18.0,47.0,8.0,78.0,N,-18,-29.0,-70.0,3,11,-8
2011,143,1181,77,1112,93,,0,119.7,117.4,68.6,65.3,53.7398,54.1182,37.4433,43.5562,9.5,4.7,77.815,73.308,29.3,25.335,8.0,7.9411764705882355,16.823529411764707,17.764705882352942,16.794117647058822,9.058823529411764,5.0,12.0,9.0,67.0,N,-16,-7.0,-58.0,1,5,-4
2011,143,1458,54,1139,61,,0,122.3,112.3,56.9,63.5,51.8252,49.8304,29.4801,37.9361,5.9,-0.4,66.994,45.189,34.801,20.08,8.064516129032258,7.451612903225806,12.387096774193548,15.612903225806452,9.870967741935484,7.483870967741935,2.0,43.0,52.0,46.0,N,-7,-41.0,6.0,4,8,-4
2011,143,1361,67,1163,74,,0,114.1,115.8,62.3,64.5,50.5448,48.168,31.055,33.8411,8.7,7.0,41.701,62.489,24.555,35.894,5.78125,5.828571428571428,13.0625,15.571428571428571,12.125,7.0285714285714285,28.0,19.0,2.0,15.0,N,-7,9.0,-13.0,2,3,-1
2011,143,1140,74,1196,83,,1,117.5,115.8,70.2,62.5,51.6085,52.0893,38.106,35.7829,7.2,5.3,23.025,83.511,24.953,28.23,8.181818181818182,6.212121212121212,18.0,13.454545454545455,13.424242424242424,8.484848484848484,11.0,20.0,29.0,38.0,N,-9,-9.0,-9.0,3,2,1
2011,144,1350,57,1242,77,,0,112.6,118.9,62.1,68.4,53.0627,56.9767,32.3207,39.3069,1.8,10.2,19.193,76.479,18.354,26.504,7.852941176470588,7.264705882352941,12.441176470588236,15.941176470588236,9.176470588235293,17.147058823529413,41.0,6.0,54.0,6.0,N,-20,35.0,48.0,12,1,11
2011,144,1326,60,1246,62,,0,125.0,117.8,63.8,65.0,56.3137,52.3362,37.0568,36.1429,12.0,5.2,91.348,86.899,31.137,30.75,7.382352941176471,7.363636363636363,14.823529411764707,15.484848484848484,17.264705882352942,12.575757575757576,1.0,8.0,12.0,16.0,N,-2,-7.0,-4.0,1,4,-3
2011,144,1266,63,1314,81,,0,115.5,111.8,66.2,70.6,51.0267,49.1372,44.2693,37.8775,0.8,7.4,24.152,91.173,33.868,33.486,5.264705882352941,5.242424242424242,17.58823529411765,15.606060606060606,7.029411764705882,8.909090909090908,22.0,49.0,62.0,5.0,N,-18,-27.0,57.0,11,2,9
2011,144,1199,71,1433,72,,1,104.5,112.0,66.7,65.6,49.0011,51.0777,38.1178,37.0005,1.2,-2.0,76.219,50.027,27.172,18.893,6.193548387096774,8.176470588235293,14.161290322580646,14.823529411764707,7.064516129032258,4.088235294117647,147.0,47.0,1.0,78.0,N,-1,100.0,-77.0,10,11,-1
2011,145,1196,71,1139,74,,1,115.8,112.3,62.5,63.5,52.0893,49.8304,35.7829,37.9361,5.3,-0.4,83.511,45.189,28.23,20.08,6.212121212121212,7.451612903225806,13.454545454545455,15.612903225806452,8.484848484848484,7.483870967741935,20.0,43.0,38.0,46.0,N,-3,-23.0,-8.0,2,8,-6
2011,145,1112,63,1163,65,,0,117.4,115.8,65.3,64.5,54.1182,48.168,43.5562,33.8411,4.7,7.0,73.308,62.489,25.335,35.894,7.9411764705882355,5.828571428571428,17.764705882352942,15.571428571428571,9.058823529411764,7.0285714285714285,12.0,19.0,67.0,15.0,N,-2,-7.0,52.0,5,3,2
2011,146,1314,69,1246,76,,0,111.8,117.8,70.6,65.0,49.1372,52.3362,37.8775,36.1429,7.4,5.2,91.173,86.899,33.486,30.75,5.242424242424242,7.363636363636363,15.606060606060606,15.484848484848484,8.909090909090908,12.575757575757576,49.0,8.0,5.0,16.0,N,-7,41.0,-11.0,2,4,-2
2011,146,1242,61,1433,71,,0,118.9,112.0,68.4,65.6,56.9767,51.0777,39.3069,37.0005,10.2,-2.0,76.479,50.027,26.504,18.893,7.264705882352941,8.176470588235293,15.941176470588236,14.823529411764707,17.147058823529413,4.088235294117647,6.0,47.0,6.0,78.0,N,-10,-41.0,-72.0,1,11,-10
2011,152,1433,62,1139,70,,0,112.0,112.3,65.6,63.5,51.0777,49.8304,37.0005,37.9361,-2.0,-0.4,50.027,45.189,18.893,20.08,8.176470588235293,7.451612903225806,14.823529411764707,15.612903225806452,4.088235294117647,7.483870967741935,47.0,43.0,78.0,46.0,N,-8,4.0,32.0,11,8,3
2011,152,1246,55,1163,56,,0,117.8,115.8,65.0,64.5,52.3362,48.168,36.1429,33.8411,5.2,7.0,86.899,62.489,30.75,35.894,7.363636363636363,5.828571428571428,15.484848484848484,15.571428571428571,12.575757575757576,7.0285714285714285,8.0,19.0,16.0,15.0,N,-1,-11.0,1.0,4,3,1
2011,154,1139,41,1163,53,,0,112.3,115.8,63.5,64.5,49.8304,48.168,37.9361,33.8411,-0.4,7.0,45.189,62.489,20.08,35.894,7.451612903225806,5.828571428571428,15.612903225806452,15.571428571428571,7.483870967741935,7.0285714285714285,43.0,19.0,46.0,15.0,N,-12,24.0,31.0,8,3,5
2012,134,1290,58,1443,59,,0,98.0,97.8,68.9,67.9,46.321,44.3449,34.963,40.1228,-4.9,-10.3,5.127,33.406,15.977,14.83,7.515151515151516,5.666666666666667,13.515151515151516,15.454545454545455,-0.36363636363636365,-2.9393939393939394,260.0,264.0,200.0,127.0,N,-1,-4.0,73.0,16,16,0
2012,135,1143,54,1378,65,,0,111.3,103.9,65.7,58.5,51.6489,48.3284,34.0957,34.1349,1.8,0.1,56.148,31.296,22.077,28.86,4.636363636363637,4.59375,14.181818181818182,11.84375,9.878787878787879,1.5,43.0,151.0,38.0,13.0,N,-11,-108.0,25.0,12,12,0
2012,135,1249,59,1436,71,,0,107.6,105.3,66.0,61.9,46.2327,49.3204,41.0046,37.3236,-4.3,-5.5,0.87,8.069,15.047,10.413,4.25,5.411764705882353,17.625,14.882352941176471,6.75,6.735294117647059,88.0,131.0,138.0,119.0,N,-12,-43.0,19.0,16,16,0
